,PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,RelatedMup,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1,TotalDaysPlanReview,DaysInitialPlanReview,DaysPlanReviewCity,DaysOutCorrections,NumberReviewCycles,InitialReviewCompleteDate,PlanReviewCompleteDate,DaysIssuePermitCity,ReadyToIssueDate,Zoning,DwellingUnitType,StandardPlan,DependentBuilding,ParentPermitNum,HousingCategory,AppliedYear,IssuedYear,CompletedYear
51211,6316016-CN,Multifamily,Residential,Building,New,Construct Northwest three unit townhouse with attached garages  (Building #6) per plan (Construct 4 buildings with attached and surface parking. 4 A/P's under 6316016).,3,0.0,3.0,"671,804",2013-08-02,2014-04-25,2017-04-25,2017-05-19,Completed,3013340-LU,4735 35TH AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6316016-CN,47.5596176,-122.28949355,"(47.5596176, -122.28949355)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2013,2014,2017
51343,6358886-CN,Multifamily,Residential,Building,Addition/Alteration,Alterations to lower level of existing apartment building and occupy  per plans,7,0.0,7.0,"275,000",2013-04-18,2013-06-22,2014-12-22,2014-01-02,Completed,,4210 BROOKLYN AVE NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6358886-CN,47.65874509,-122.31396606,"(47.65874509, -122.31396606)",,,,0,0.0,,,,,NC3,Apartment,0.0,0,,,2013,2013,2014
51364,6324871-CN,Multifamily,Residential,Building,New,Establish use as and construct a new multifamily residence  and occupy per plan.,96,0.0,96.0,"4,727,922",2013-03-10,2013-08-20,2015-02-20,2015-02-17,Completed,3013699-LU,4106 12TH AVE NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6324871-CN,47.65713971,-122.31528623,"(47.65713971, -122.31528623)",,,,0,0.0,,,,,MR,Apartment,0.0,0,,,2013,2013,2015
51410,6341308-CN,Multifamily,Residential,Building,New,Construct north duplex with attached garage per plan (Establish use as and construct two new duplexes with attached garage / review & process for 2 AP's under 6341308),2,0.0,2.0,"350,609",2013-03-13,2013-07-30,2015-01-30,2014-09-10,Completed,3014394-LU,1429 NW 60TH ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6341308-CN,47.67219894,-122.37496643,"(47.67219894, -122.37496643)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2013,2013,2014
51436,6341695-CN,Multifamily,Residential,Building,New,Construct Northwest single family residence. (Establish use for and construction of 2 single family residences and one 2-unit townhouse  per plans.  Reviews and processing for 3 A/Ps under 6341695),1,0.0,1.0,"248,694",2013-02-01,2013-04-25,2014-10-25,2014-03-31,Completed,3015363-LU,2004 A 14TH AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6341695-CN,47.58528829,-122.31443251,"(47.58528829, -122.31443251)",,,,0,0.0,,,,,LR2,Detached Single-Family,0.0,0,,Housing - Other,2013,2013,2014
51554,6359560-CN,Multifamily,Residential,Building,New,Construct East 2-unit (unit 1 & 2) rowhouse per plan (Establish use as and construct two 2-unit rowhouse with surface parking and 1 garage / review & process for 3 AP's under #6351611),2,0.0,2.0,"436,982",2013-04-03,2013-07-23,2015-01-23,2014-07-18,Completed,,2116 E JAMES ST,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6359560-CN,47.6073083,-122.30401488,"(47.6073083, -122.30401488)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,1,6351611-CN,Middle Housing,2013,2013,2014
51577,6318854-CN,Multifamily,Residential,Building,New,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as and construct 6 unit rowhouse with surface parking  per plan (Construct 3 unit and 6 unit rowhouses with surface parking  per plan - processing for 2 ap's under 6318854),6,0.0,6.0,"1,078,028",2013-10-12,2014-02-16,2015-08-16,,Completed,3013456-LU,175 21ST AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6318854-CN,47.60328008,-122.30531731,"(47.60328008, -122.30531731)",,,,0,0.0,,,,,L-2,Rowhouse,0.0,0,,Middle Housing,2013,2014,
51584,6324588-CN,Multifamily,Residential,Building,New,Construct new multifamily structure to east of existing building  and occupy per plan.,4,0.0,4.0,"308,971",2016-01-15,2016-08-09,2018-02-09,2017-11-29,Completed,3020801-LU,4110 FREMONT AVE N,SEATTLE,WA,98103.0,STS Construction Services,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6324588-CN,47.65702262,-122.34937751,"(47.65702262, -122.34937751)",,,,0,0.0,,,,,LR2,Apartment,0.0,0,,Multifamily - Other,2016,2016,2017
51641,6360158-CN,Multifamily,Residential,Building,New,Construct west duplex this permit  per plan (Establish use as townhouses and Construct 2 new duplexes with surface parking/review and process for 2 AP's under 6360158),2,0.0,2.0,"746,040",2013-07-26,2014-01-23,2015-07-23,2015-02-03,Completed,,4447 41ST AVE SW,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6360158-CN,47.56330909,-122.38466196,"(47.56330909, -122.38466196)",,,,0,0.0,,,,,LR2,Townhouse,0.0,0,,Middle Housing,2013,2014,2015
51650,6358875-CN,Multifamily,Residential,Building,New,Establish use as  and construct 3-unit townhouse per plans. Demolition of existing structures under separate permit.,3,0.0,3.0,"628,496",2013-08-09,2013-11-30,2015-05-30,2014-10-20,Completed,,6302 28TH AVE NW,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6358875-CN,47.6746595,-122.39278477,"(47.6746595, -122.39278477)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2013,2013,2014
51774,6319402-CN,Multifamily,Residential,Building,New,Construct SE Townhouse and Parking Garage  This permit.(Establish use as multifamily structure and construct 4 townhouses with underground parking per plan. Process for four AP's under Permit #6319402,2,0.0,2.0,"659,945",2013-02-15,2013-12-10,2016-12-10,2015-10-30,Completed,,1144 10TH AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6319402-CN,47.62989196,-122.31979326,"(47.62989196, -122.31979326)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2013,2013,2015
51800,6344563-CN,Multifamily,Residential,Building,New,Establish use as and construct middle single family residence with attached garage  per plan (Establish use as and construct 3 single family residences with attached garages  per plan 3 AP's under 6344563),1,0.0,1.0,"189,584",2013-03-08,2013-08-27,2015-02-27,2014-11-26,Completed,3015184-LU,626 NW 85TH ST,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6344563-CN,47.69086494,-122.3645861,"(47.69086494, -122.3645861)",,,,0,0.0,,,,,LR3,Detached Single-Family,0.0,0,,Housing - Other,2013,2013,2014
51866,6359807-CN,Multifamily,Residential,Building,New,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Construct east 4-unit townhouses per plan (Establish use as and Construct 2 new townhouse structures with surface parking/review and process for 2 AP's under #6359807),4,0.0,4.0,"784,493",2013-10-07,2014-02-13,2015-08-13,,Completed,3015149-LU,341 16TH AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6359807-CN,47.6217212,-122.31165082,"(47.6217212, -122.31165082)",,,,0,0.0,,,,,L-3,Townhouse,0.0,0,,Middle Housing,2013,2014,
51922,6361289-CN,Multifamily,Residential,Building,New,Establish use as congregate residence  construct boarding house and occupy  per plan.,4,0.0,4.0,"1,628,101",2013-08-19,2014-06-04,2015-12-04,2015-11-19,Completed,3015204-LU,1510 NW 52ND ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6361289-CN,47.66661712,-122.37683785,"(47.66661712, -122.37683785)",,,,0,0.0,,,,,"C1, C1","Apartment, Congregate Housing",0.0,0,,Housing - Other,2013,2014,2015
52012,6345862-CN,Multifamily,Residential,Building,Addition/Alteration,10/6/2014 HUD. PROJECT PREPLACED BY AP # 6379364. Construct third level addition and substantial alterations to existing apartment building and occupy  per plan,1,0.0,1.0,"193,218",2013-01-03,2013-05-08,2014-11-08,,Canceled,,5720 15TH AVE NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6345862-CN,47.67154619,-122.31162702,"(47.67154619, -122.31162702)",,,,,,,,,,,,,0,,,2013,2013,
52021,6360806-PH,Multifamily,Residential,Building,New,Construct a residential apartment building with below grade parking (building 1)  and occupy per plan.,48,0.0,48.0,"7,541,149",2014-04-01,2014-10-16,2016-04-16,2016-04-15,Completed,3015157-LU,4760 32ND AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6360806-PH,47.5598817,-122.28980981,"(47.5598817, -122.28980981)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,,2014,2014,2016
52040,6361962-CN,Multifamily,Residential,Building,New,Establish use and construct 3-unit townhouse with attached garages for unit lots 57-59  per plan. Per approved Standard Plan Permit #6333776 (Building Type #4).,3,0.0,3.0,"678,634",2013-12-12,2014-08-08,2016-02-08,2015-05-21,Completed,,7140 SHINKLE PL SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6361962-CN,47.53889413,-122.36632496,"(47.53889413, -122.36632496)",,,,0,0.0,,,,,LR1,Townhouse,0.0,0,,Middle Housing,2013,2014,2015
52043,6361974-CN,Multifamily,Residential,Building,New,Establish use and construct 4-unit townhouse with attached garages for unit lots 128-131  per plan. Per approved Standard Plan Permit #6334805 (Building Type #2).,4,0.0,4.0,"789,104",2013-12-23,2015-12-07,2017-06-07,2016-11-02,Completed,,7145 27TH AVE SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6361974-CN,47.53815731,-122.36790837,"(47.53815731, -122.36790837)",,,,0,0.0,,,,,LR1,Townhouse,0.0,0,,Middle Housing,2013,2015,2016
52063,6362503-CN,Multifamily,Residential,Building,New,Construct MIDDLE single family residence  per plans.  (Establish use as and construct three new single family residences with surface parking  per plans / Review and processing for 3 AP's under 6354232.),1,0.0,1.0,"191,731",2013-04-24,2013-11-20,2015-05-20,2014-10-22,Completed,,4723 9TH AVE NE,SEATTLE,WA,98105.0,REDONDO PARTNERS LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6362503-CN,47.66382852,-122.31872657,"(47.66382852, -122.31872657)",,,,0,0.0,,,,,LR1,Detached Single-Family,0.0,1,6354232-CN,Middle Housing,2013,2013,2014
52128,6361557-CN,Multifamily,Residential,Building,New,Construct a new single family residence (unit 15) per plan (Establish use as and construct 5 new single family residences with attached garage / review & process for 5 AP's under # 6352934),1,0.0,1.0,"257,686",2013-04-18,2013-10-07,2015-04-07,2015-05-06,Completed,,4409 33RD AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6361557-CN,47.56407102,-122.29184863,"(47.56407102, -122.29184863)",,,,0,0.0,,,,,LR2,Detached Single-Family,0.0,1,6352934-CN,Housing - Other,2013,2013,2015
52136,6347084-CN,Multifamily,Residential,Building,New,Construct one 4-unit rowhouse  per plans.,4,0.0,4.0,"771,334",2013-02-22,2014-04-03,2015-10-03,2015-06-26,Completed,3014675-LU,2411 WICKSTROM PL SW,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6347084-CN,47.58186692,-122.40223814,"(47.58186692, -122.40223814)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2013,2014,2015
52237,6361963-CN,Multifamily,Residential,Building,New,Establish use and construct 3-unit townhouse with attached garages for unit lots 60-62  per plan. Per approved Standard Plan Permit #6333776 (Building Type #4).,3,0.0,3.0,"677,600",2013-12-16,2014-07-23,2016-01-23,2015-05-20,Completed,,7150 SHINKLE PL SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6361963-CN,47.53873105,-122.36627911,"(47.53873105, -122.36627911)",,,,0,0.0,,,,,LR1,Townhouse,0.0,0,,Middle Housing,2013,2014,2015
52238,6361973-CN,Multifamily,Residential,Building,New,Establish use and construct 4-unit townhouse with attached garages for unit lots 135-138  per plan. Per approved Standard Plan Permit #6334805 (Building Type #2).,4,0.0,4.0,"789,104",2013-12-23,2015-12-07,2017-06-07,,Expired,,7127 27TH AVE SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6361973-CN,47.53851305,-122.36804674,"(47.53851305, -122.36804674)",,,,0,0.0,,,,,LR1,Townhouse,0.0,0,,Middle Housing,2013,2015,
52352,6364743-CN,Multifamily,Residential,Building,New,Construct three (3) single family residences and occupy per plan (Establish use as single family residences with surface parking   construct three (3) single family residences/review & prcess for 3 AP's under #6354068) West unit #6,1,0.0,1.0,"191,391",2013-05-13,2014-01-22,2015-07-22,2014-10-22,Completed,,4719 C 9TH AVE NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6364743-CN,47.66371323,-122.31887443,"(47.66371323, -122.31887443)",,,,0,0.0,,,,,LR1,Detached Single-Family,0.0,1,6354068-CN,Middle Housing,2013,2014,2014
52468,6327059-CN,Multifamily,Residential,Building,New,Establish use for and construct 3-unit townhouse on existing lot in urban village with no on-site parking req'd for a total of 5 units on site  per MUP 3013781 and per plans.,3,0.0,3.0,"473,647",2013-07-11,2014-03-10,2017-03-10,2015-12-22,Completed,3013781-LU,1541 NW 90TH ST,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6327059-CN,47.69428355,-122.37866121,"(47.69428355, -122.37866121)",,,,0,0.0,,,,,LR2,Townhouse,0.0,0,,Middle Housing,2013,2014,2015
52487,6332903-CN,Multifamily,Residential,Building,New,Establish use as and construct a multifamily residence  occupy per plan,6,0.0,6.0,"1,399,632",2013-02-27,2013-11-12,2016-11-12,2015-07-15,Completed,3014611-LU,8727 PHINNEY AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6332903-CN,47.69321735,-122.35414135,"(47.69321735, -122.35414135)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2013,2013,2015
52495,6332906-CN,Multifamily,Residential,Building,New,Establish use as apartments  construct boarding home and occupy  per plans.,6,0.0,6.0,"1,501,239",2013-02-25,2013-10-10,2016-10-10,2015-07-15,Approved to Occupy,,8731 PHINNEY AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6332906-CN,47.69333241,-122.35424096,"(47.69333241, -122.35424096)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2013,2013,2015
52502,6349443-CN,Multifamily,Residential,Building,Addition/Alteration,Alterations to lower level of existing apartment building to add one additional dwelling unit and occupy  per plans.,1,0.0,1.0,"45,000",2013-03-04,2014-12-30,2016-06-30,2014-12-30,Completed,,1017 E HARRISON ST,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6349443-CN,47.62176172,-122.31914443,"(47.62176172, -122.31914443)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2013,2014,2014
52532,6333776-CN,Multifamily,Residential,Building,New,Establish use and construct 3-unit Townhouse house for unit lots 54-56 per plan. (Establish as Standard Plan for Building Type #4  Sylvan Heights).,3,0.0,3.0,"678,634",2013-05-22,2013-11-21,2015-05-21,2014-07-23,Completed,,7132 SHINKLE PL SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6333776-CN,47.53905399,-122.36637983,"(47.53905399, -122.36637983)",,,,0,0.0,,,,,LR1,Townhouse,0.0,0,,Middle Housing,2013,2013,2014
52537,6333953-CN,Multifamily,Residential,Building,New,Construct West duplex units 1 & 2(Establish use as townhouses and construct two duplex structures per plans. Reviews and processing for 2 A/Ps under 6333953). Demolition of existing structure under separate permit application.,2,0.0,2.0,"417,283",2013-06-06,2013-08-20,2015-02-20,2014-06-20,Completed,3014065-LU,2806 14TH AVE W,SEATTLE,WA,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6333953-CN,,,,,,,0,0.0,,,,,LR1,Townhouse,0.0,0,,Middle Housing,2013,2013,2014
52636,6324483-CN,Multifamily,Residential,Building,New,Construct a 4-story apartment building with (64) units  (36) underground parking spaces  (48) secure bicycle storage spaces  rooftop deck and internal courtyard.,64,0.0,64.0,"6,666,689",2014-12-11,2015-09-18,2017-03-18,2017-03-02,Completed,3014594-LU,123 18TH AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6324483-CN,47.61921429,-122.30916399,"(47.61921429, -122.30916399)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,,2014,2015,2017
52746,6350971-CN,Multifamily,Residential,Building,New,Construct west single family dwelling this permit.[Establish use as and construct (3) single family dwellings with surface parking per plan. Project includes demolition of existing structures. Process and routing for (3) A/P's w/6335426.],1,0.0,1.0,"205,709",2013-01-30,2013-06-04,2014-12-04,2014-07-31,Completed,,319 22ND AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6350971-CN,47.60495973,-122.30423059,"(47.60495973, -122.30423059)",,,,0,0.0,,,,,LR2,Detached Single-Family,0.0,1,6335426-CN,Housing - Other,2013,2013,2014
52951,6331030-CN,Multifamily,Residential,Building,New,Establish use and construct 4-unit townhouse structure with surface parking and occupy  per plans.,4,0.0,4.0,"486,872",2013-01-28,2013-05-22,2014-11-22,2013-12-17,Completed,3013923-LU,1631 CALIFORNIA AVE SW,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6331030-CN,47.58833344,-122.38656647,"(47.58833344, -122.38656647)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2013,2013,2013
53097,6337450-CN,Multifamily,Residential,Building,New,Establish use as multifamily structure and construct 8-unit townhouses with attached garages per plan.,8,0.0,8.0,"1,174,298",2013-02-11,2013-06-04,2014-12-04,2014-07-01,Completed,3015992-LU,4761 41ST AVE NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6337450-CN,47.66476073,-122.28376531,"(47.66476073, -122.28376531)",,,,0,0.0,,,,,LR3,Rowhouse,0.0,0,,Middle Housing,2013,2013,2014
53133,6368859-CN,Multifamily,Residential,Building,New,Construct apartment building (West tower) with 8 live-work units and occupy per plan (Establish use as apartments with underground garage and construct 2 new apartment structures with below ground parking/review & process for 2 AP's under #6368859).,66,0.0,66.0,"10,666,169",2013-10-07,2015-01-07,2018-01-07,2017-03-23,Completed,3014232-LU,3400 WALLINGFORD AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6368859-CN,47.64827306,-122.33575265,"(47.64827306, -122.33575265)",,,,0,0.0,,,,,"C2, C2","Accessory Live/Work, Apartment",0.0,0,,,2013,2015,2017
53151,6369199-CN,Multifamily,Residential,Building,New,Construct northwest single family residence (unit 2) and occupy per plan (Establish use as single family residences  demolish existing single family residence and accessory structure  construct 4 single family residences with parking/review & process for 4 AP's under 6357150).,1,0.0,1.0,"217,759",2013-06-17,2013-08-28,2015-02-28,2014-05-29,Completed,,1801 S STATE ST,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6369199-CN,47.58764372,-122.30925493,"(47.58764372, -122.30925493)",,,,0,0.0,,,,,LR2,Detached Single-Family,0.0,1,6357150-CN,Housing - Other,2013,2013,2014
